month,stage,protein,product,price_per_unit,uom,normalised_price,normalised_uom
2022-04,farm,milk,Unprocessed milk from bovine [11612111],856.28,Dollars per kilolitre,0.86,Dollars per litre
2022-04,farm,egg,Eggs in shell [116111],1.83,Dollars per dozen,1.83,Dollars per dozen
2022-04,retail,beef,"Beef stewing cuts, per kilogram",18.68,Dollars,18.68,Dollars
2022-04,retail,beef,"Beef striploin cuts, per kilogram",30.63,Dollars,30.63,Dollars
2022-04,retail,beef,"Beef top sirloin cuts, per kilogram",17.21,Dollars,17.21,Dollars
2022-04,retail,beef,"Beef rib cuts, per kilogram",20.27,Dollars,20.27,Dollars
2022-04,retail,beef,"Ground beef, per kilogram",10.47,Dollars,10.47,Dollars
2022-04,retail,pork,"Pork loin cuts, per kilogram",9.01,Dollars,9.01,Dollars
2022-04,retail,pork,"Pork rib cuts, per kilogram",11.57,Dollars,11.57,Dollars
2022-04,retail,pork,"Pork shoulder cuts, per kilogram",8.41,Dollars,8.41,Dollars
2022-04,retail,chicken,"Whole chicken, per kilogram",5.63,Dollars,5.63,Dollars
2022-04,retail,chicken,"Chicken breasts, per kilogram",15.81,Dollars,15.81,Dollars
2022-04,retail,chicken,"Chicken thigh, per kilogram",12.73,Dollars,12.73,Dollars
2022-04,retail,chicken,"Chicken drumsticks, per kilogram",8.34,Dollars,8.34,Dollars
2022-04,retail,pork,"Bacon, 500 grams",7.3,Dollars,14.6,Dollars per kg
2022-04,retail,milk,"Milk, 1 litre",3.52,Dollars,3.52,Dollars per litre
2022-04,retail,milk,"Milk, 2 litres",5.3,Dollars,2.65,Dollars per litre
2022-04,retail,milk,"Milk, 4 litres",5.84,Dollars,1.46,Dollars per litre
2022-04,retail,egg,"Eggs, 1 dozen",4.33,Dollars,4.33,Dollars
2022-05,farm,beef,Steers for slaughter [111111113],178.87,Dollars per hundredweight,3.94,Dollars per kg
2022-05,farm,beef,Heifers for slaughter [111111114],177.91,Dollars per hundredweight,3.92,Dollars per kg
2022-05,farm,pork,Hogs [111121],115.07,Dollars per hundredweight,2.54,Dollars per kg
2022-05,farm,chicken,Chickens for meat [11113131],2.65,Dollars per kilogram,2.65,Dollars per kilogram
2022-05,farm,milk,Unprocessed milk from bovine [11612111],859.32,Dollars per kilolitre,0.86,Dollars per litre
2022-05,farm,egg,Eggs in shell [116111],1.83,Dollars per dozen,1.83,Dollars per dozen
2022-05,retail,beef,"Beef stewing cuts, per kilogram",18.99,Dollars,18.99,Dollars
2022-05,retail,beef,"Beef striploin cuts, per kilogram",24.34,Dollars,24.34,Dollars
2022-05,retail,beef,"Beef top sirloin cuts, per kilogram",17.12,Dollars,17.12,Dollars
2022-05,retail,beef,"Beef rib cuts, per kilogram",31.97,Dollars,31.97,Dollars
2022-05,retail,beef,"Ground beef, per kilogram",10.08,Dollars,10.08,Dollars
2022-05,retail,pork,"Pork loin cuts, per kilogram",8.01,Dollars,8.01,Dollars
2022-05,retail,pork,"Pork rib cuts, per kilogram",11.98,Dollars,11.98,Dollars
2022-05,retail,pork,"Pork shoulder cuts, per kilogram",8.17,Dollars,8.17,Dollars
2022-05,retail,chicken,"Whole chicken, per kilogram",6.63,Dollars,6.63,Dollars
2022-05,retail,chicken,"Chicken breasts, per kilogram",15.51,Dollars,15.51,Dollars
2022-05,retail,chicken,"Chicken thigh, per kilogram",12.12,Dollars,12.12,Dollars
2022-05,retail,chicken,"Chicken drumsticks, per kilogram",5.98,Dollars,5.98,Dollars
2022-05,retail,pork,"Bacon, 500 grams",7.19,Dollars,14.38,Dollars per kg
2022-05,retail,milk,"Milk, 1 litre",3.5,Dollars,3.5,Dollars per litre
2022-05,retail,milk,"Milk, 2 litres",5.26,Dollars,2.63,Dollars per litre
2022-05,retail,milk,"Milk, 4 litres",5.82,Dollars,1.46,Dollars per litre
2022-05,retail,egg,"Eggs, 1 dozen",4.35,Dollars,4.35,Dollars
2022-06,farm,beef,Steers for slaughter [111111113],188.14,Dollars per hundredweight,4.15,Dollars per kg
2022-06,farm,beef,Heifers for slaughter [111111114],187.24,Dollars per hundredweight,4.13,Dollars per kg
2022-06,farm,pork,Hogs [111121],121.12,Dollars per hundredweight,2.67,Dollars per kg
2022-06,farm,chicken,Chickens for meat [11113131],2.7,Dollars per kilogram,2.7,Dollars per kilogram
2022-06,farm,milk,Unprocessed milk from bovine [11612111],823.1,Dollars per kilolitre,0.82,Dollars per litre
2022-06,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2022-06,retail,beef,"Beef stewing cuts, per kilogram",19.09,Dollars,19.09,Dollars
2022-06,retail,beef,"Beef striploin cuts, per kilogram",22.03,Dollars,22.03,Dollars
2022-06,retail,beef,"Beef top sirloin cuts, per kilogram",20.18,Dollars,20.18,Dollars
2022-06,retail,beef,"Beef rib cuts, per kilogram",25.76,Dollars,25.76,Dollars
2022-06,retail,beef,"Ground beef, per kilogram",9.91,Dollars,9.91,Dollars
2022-06,retail,pork,"Pork loin cuts, per kilogram",8.71,Dollars,8.71,Dollars
2022-06,retail,pork,"Pork rib cuts, per kilogram",11.62,Dollars,11.62,Dollars
2022-06,retail,pork,"Pork shoulder cuts, per kilogram",6.84,Dollars,6.84,Dollars
2022-06,retail,chicken,"Whole chicken, per kilogram",6.13,Dollars,6.13,Dollars
2022-06,retail,chicken,"Chicken breasts, per kilogram",14.71,Dollars,14.71,Dollars
2022-06,retail,chicken,"Chicken thigh, per kilogram",10.34,Dollars,10.34,Dollars
2022-06,retail,chicken,"Chicken drumsticks, per kilogram",6.32,Dollars,6.32,Dollars
2022-06,retail,pork,"Bacon, 500 grams",6.97,Dollars,13.94,Dollars per kg
2022-06,retail,milk,"Milk, 1 litre",3.49,Dollars,3.49,Dollars per litre
2022-06,retail,milk,"Milk, 2 litres",5.23,Dollars,2.62,Dollars per litre
2022-06,retail,milk,"Milk, 4 litres",5.77,Dollars,1.44,Dollars per litre
2022-06,retail,egg,"Eggs, 1 dozen",4.37,Dollars,4.37,Dollars
2022-07,farm,beef,Steers for slaughter [111111113],183.65,Dollars per hundredweight,4.05,Dollars per kg
2022-07,farm,beef,Heifers for slaughter [111111114],182.26,Dollars per hundredweight,4.02,Dollars per kg
2022-07,farm,pork,Hogs [111121],129.27,Dollars per hundredweight,2.85,Dollars per kg
2022-07,farm,chicken,Chickens for meat [11113131],2.77,Dollars per kilogram,2.77,Dollars per kilogram
2022-07,farm,milk,Unprocessed milk from bovine [11612111],854.28,Dollars per kilolitre,0.85,Dollars per litre
2022-07,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2022-07,retail,beef,"Beef stewing cuts, per kilogram",19.31,Dollars,19.31,Dollars
2022-07,retail,beef,"Beef striploin cuts, per kilogram",21.87,Dollars,21.87,Dollars
2022-07,retail,beef,"Beef top sirloin cuts, per kilogram",17.81,Dollars,17.81,Dollars
2022-07,retail,beef,"Beef rib cuts, per kilogram",31.99,Dollars,31.99,Dollars
2022-07,retail,beef,"Ground beef, per kilogram",10.48,Dollars,10.48,Dollars
2022-07,retail,pork,"Pork loin cuts, per kilogram",8.63,Dollars,8.63,Dollars
2022-07,retail,pork,"Pork rib cuts, per kilogram",11.21,Dollars,11.21,Dollars
2022-07,retail,pork,"Pork shoulder cuts, per kilogram",5.12,Dollars,5.12,Dollars
2022-07,retail,chicken,"Whole chicken, per kilogram",5.98,Dollars,5.98,Dollars
2022-07,retail,chicken,"Chicken breasts, per kilogram",16.37,Dollars,16.37,Dollars
2022-07,retail,chicken,"Chicken thigh, per kilogram",11.74,Dollars,11.74,Dollars
2022-07,retail,chicken,"Chicken drumsticks, per kilogram",6.22,Dollars,6.22,Dollars
2022-07,retail,pork,"Bacon, 500 grams",7.35,Dollars,14.7,Dollars per kg
2022-07,retail,milk,"Milk, 1 litre",3.49,Dollars,3.49,Dollars per litre
2022-07,retail,milk,"Milk, 2 litres",5.17,Dollars,2.58,Dollars per litre
2022-07,retail,milk,"Milk, 4 litres",5.78,Dollars,1.45,Dollars per litre
2022-07,retail,egg,"Eggs, 1 dozen",4.46,Dollars,4.46,Dollars
2022-08,farm,beef,Steers for slaughter [111111113],180.2,Dollars per hundredweight,3.97,Dollars per kg
2022-08,farm,beef,Heifers for slaughter [111111114],178.35,Dollars per hundredweight,3.93,Dollars per kg
2022-08,farm,pork,Hogs [111121],137.79,Dollars per hundredweight,3.04,Dollars per kg
2022-08,farm,chicken,Chickens for meat [11113131],2.78,Dollars per kilogram,2.78,Dollars per kilogram
2022-08,farm,milk,Unprocessed milk from bovine [11612111],821.29,Dollars per kilolitre,0.82,Dollars per litre
2022-08,farm,egg,Eggs in shell [116111],2.02,Dollars per dozen,2.02,Dollars per dozen
2022-08,retail,beef,"Beef stewing cuts, per kilogram",19.21,Dollars,19.21,Dollars
2022-08,retail,beef,"Beef striploin cuts, per kilogram",21.44,Dollars,21.44,Dollars
2022-08,retail,beef,"Beef top sirloin cuts, per kilogram",19.78,Dollars,19.78,Dollars
2022-08,retail,beef,"Beef rib cuts, per kilogram",28.33,Dollars,28.33,Dollars
2022-08,retail,beef,"Ground beef, per kilogram",10.58,Dollars,10.58,Dollars
2022-08,retail,pork,"Pork loin cuts, per kilogram",7.8,Dollars,7.8,Dollars
2022-08,retail,pork,"Pork rib cuts, per kilogram",10.61,Dollars,10.61,Dollars
2022-08,retail,pork,"Pork shoulder cuts, per kilogram",8.34,Dollars,8.34,Dollars
2022-08,retail,chicken,"Whole chicken, per kilogram",6.07,Dollars,6.07,Dollars
2022-08,retail,chicken,"Chicken breasts, per kilogram",15.84,Dollars,15.84,Dollars
2022-08,retail,chicken,"Chicken thigh, per kilogram",12.62,Dollars,12.62,Dollars
2022-08,retail,chicken,"Chicken drumsticks, per kilogram",6.85,Dollars,6.85,Dollars
2022-08,retail,pork,"Bacon, 500 grams",7.34,Dollars,14.68,Dollars per kg
2022-08,retail,milk,"Milk, 1 litre",3.54,Dollars,3.54,Dollars per litre
2022-08,retail,milk,"Milk, 2 litres",5.25,Dollars,2.63,Dollars per litre
2022-08,retail,milk,"Milk, 4 litres",5.82,Dollars,1.46,Dollars per litre
2022-08,retail,egg,"Eggs, 1 dozen",4.53,Dollars,4.53,Dollars
2022-09,farm,beef,Steers for slaughter [111111113],179.27,Dollars per hundredweight,3.95,Dollars per kg
2022-09,farm,beef,Heifers for slaughter [111111114],177.46,Dollars per hundredweight,3.91,Dollars per kg
2022-09,farm,pork,Hogs [111121],118.38,Dollars per hundredweight,2.61,Dollars per kg
2022-09,farm,chicken,Chickens for meat [11113131],2.8,Dollars per kilogram,2.8,Dollars per kilogram
2022-09,farm,milk,Unprocessed milk from bovine [11612111],842.86,Dollars per kilolitre,0.84,Dollars per litre
2022-09,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2022-09,retail,beef,"Beef stewing cuts, per kilogram",17.91,Dollars,17.91,Dollars
2022-09,retail,beef,"Beef striploin cuts, per kilogram",26.6,Dollars,26.6,Dollars
2022-09,retail,beef,"Beef top sirloin cuts, per kilogram",21.96,Dollars,21.96,Dollars
2022-09,retail,beef,"Beef rib cuts, per kilogram",23.52,Dollars,23.52,Dollars
2022-09,retail,beef,"Ground beef, per kilogram",11.13,Dollars,11.13,Dollars
2022-09,retail,pork,"Pork loin cuts, per kilogram",7.66,Dollars,7.66,Dollars
2022-09,retail,pork,"Pork rib cuts, per kilogram",10.22,Dollars,10.22,Dollars
2022-09,retail,pork,"Pork shoulder cuts, per kilogram",8.89,Dollars,8.89,Dollars
2022-09,retail,chicken,"Whole chicken, per kilogram",7.39,Dollars,7.39,Dollars
2022-09,retail,chicken,"Chicken breasts, per kilogram",15.64,Dollars,15.64,Dollars
2022-09,retail,chicken,"Chicken thigh, per kilogram",12.84,Dollars,12.84,Dollars
2022-09,retail,chicken,"Chicken drumsticks, per kilogram",6.74,Dollars,6.74,Dollars
2022-09,retail,pork,"Bacon, 500 grams",7.15,Dollars,14.3,Dollars per kg
2022-09,retail,milk,"Milk, 1 litre",3.65,Dollars,3.65,Dollars per litre
2022-09,retail,milk,"Milk, 2 litres",5.43,Dollars,2.71,Dollars per litre
2022-09,retail,milk,"Milk, 4 litres",5.99,Dollars,1.5,Dollars per litre
2022-09,retail,egg,"Eggs, 1 dozen",4.58,Dollars,4.58,Dollars
2022-10,farm,beef,Steers for slaughter [111111113],178.79,Dollars per hundredweight,3.94,Dollars per kg
2022-10,farm,beef,Heifers for slaughter [111111114],177.82,Dollars per hundredweight,3.92,Dollars per kg
2022-10,farm,pork,Hogs [111121],118.2,Dollars per hundredweight,2.61,Dollars per kg
2022-10,farm,chicken,Chickens for meat [11113131],2.81,Dollars per kilogram,2.81,Dollars per kilogram
2022-10,farm,milk,Unprocessed milk from bovine [11612111],876.6,Dollars per kilolitre,0.88,Dollars per litre
2022-10,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2022-10,retail,beef,"Beef stewing cuts, per kilogram",20.27,Dollars,20.27,Dollars
2022-10,retail,beef,"Beef striploin cuts, per kilogram",25.05,Dollars,25.05,Dollars
2022-10,retail,beef,"Beef top sirloin cuts, per kilogram",14.57,Dollars,14.57,Dollars
2022-10,retail,beef,"Beef rib cuts, per kilogram",18.44,Dollars,18.44,Dollars
2022-10,retail,beef,"Ground beef, per kilogram",9.85,Dollars,9.85,Dollars
2022-10,retail,pork,"Pork loin cuts, per kilogram",8.9,Dollars,8.9,Dollars
2022-10,retail,pork,"Pork rib cuts, per kilogram",9.63,Dollars,9.63,Dollars
2022-10,retail,pork,"Pork shoulder cuts, per kilogram",4.89,Dollars,4.89,Dollars
2022-10,retail,chicken,"Whole chicken, per kilogram",6.3,Dollars,6.3,Dollars
2022-10,retail,chicken,"Chicken breasts, per kilogram",13.18,Dollars,13.18,Dollars
2022-10,retail,chicken,"Chicken thigh, per kilogram",12.56,Dollars,12.56,Dollars
2022-10,retail,chicken,"Chicken drumsticks, per kilogram",8.4,Dollars,8.4,Dollars
2022-10,retail,pork,"Bacon, 500 grams",7.47,Dollars,14.94,Dollars per kg
2022-10,retail,milk,"Milk, 1 litre",3.65,Dollars,3.65,Dollars per litre
2022-10,retail,milk,"Milk, 2 litres",5.4,Dollars,2.7,Dollars per litre
2022-10,retail,milk,"Milk, 4 litres",5.99,Dollars,1.5,Dollars per litre
2022-10,retail,egg,"Eggs, 1 dozen",4.69,Dollars,4.69,Dollars
2022-11,farm,beef,Steers for slaughter [111111113],183.69,Dollars per hundredweight,4.05,Dollars per kg
2022-11,farm,beef,Heifers for slaughter [111111114],182.95,Dollars per hundredweight,4.03,Dollars per kg
2022-11,farm,pork,Hogs [111121],112.7,Dollars per hundredweight,2.48,Dollars per kg
2022-11,farm,chicken,Chickens for meat [11113131],2.82,Dollars per kilogram,2.82,Dollars per kilogram
2022-11,farm,milk,Unprocessed milk from bovine [11612111],887.87,Dollars per kilolitre,0.89,Dollars per litre
2022-11,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2022-11,retail,beef,"Beef stewing cuts, per kilogram",19.27,Dollars,19.27,Dollars
2022-11,retail,beef,"Beef striploin cuts, per kilogram",18.97,Dollars,18.97,Dollars
2022-11,retail,beef,"Beef top sirloin cuts, per kilogram",18.07,Dollars,18.07,Dollars
2022-11,retail,beef,"Beef rib cuts, per kilogram",30.69,Dollars,30.69,Dollars
2022-11,retail,beef,"Ground beef, per kilogram",10.21,Dollars,10.21,Dollars
2022-11,retail,pork,"Pork loin cuts, per kilogram",7.95,Dollars,7.95,Dollars
2022-11,retail,pork,"Pork rib cuts, per kilogram",8.04,Dollars,8.04,Dollars
2022-11,retail,pork,"Pork shoulder cuts, per kilogram",7.3,Dollars,7.3,Dollars
2022-11,retail,chicken,"Whole chicken, per kilogram",6.02,Dollars,6.02,Dollars
2022-11,retail,chicken,"Chicken breasts, per kilogram",13.47,Dollars,13.47,Dollars
2022-11,retail,chicken,"Chicken thigh, per kilogram",12.58,Dollars,12.58,Dollars
2022-11,retail,chicken,"Chicken drumsticks, per kilogram",6.2,Dollars,6.2,Dollars
2022-11,retail,pork,"Bacon, 500 grams",7.18,Dollars,14.36,Dollars per kg
2022-11,retail,milk,"Milk, 1 litre",3.66,Dollars,3.66,Dollars per litre
2022-11,retail,milk,"Milk, 2 litres",5.42,Dollars,2.71,Dollars per litre
2022-11,retail,milk,"Milk, 4 litres",6.07,Dollars,1.52,Dollars per litre
2022-11,retail,egg,"Eggs, 1 dozen",4.57,Dollars,4.57,Dollars
2022-12,farm,beef,Steers for slaughter [111111113],188.64,Dollars per hundredweight,4.16,Dollars per kg
2022-12,farm,beef,Heifers for slaughter [111111114],186.89,Dollars per hundredweight,4.12,Dollars per kg
2022-12,farm,pork,Hogs [111121],102.22,Dollars per hundredweight,2.25,Dollars per kg
2022-12,farm,chicken,Chickens for meat [11113131],2.85,Dollars per kilogram,2.85,Dollars per kilogram
2022-12,farm,milk,Unprocessed milk from bovine [11612111],874.23,Dollars per kilolitre,0.87,Dollars per litre
2022-12,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2022-12,retail,beef,"Beef stewing cuts, per kilogram",20.96,Dollars,20.96,Dollars
2022-12,retail,beef,"Beef striploin cuts, per kilogram",19.67,Dollars,19.67,Dollars
2022-12,retail,beef,"Beef top sirloin cuts, per kilogram",13.69,Dollars,13.69,Dollars
2022-12,retail,beef,"Beef rib cuts, per kilogram",18.69,Dollars,18.69,Dollars
2022-12,retail,beef,"Ground beef, per kilogram",10.15,Dollars,10.15,Dollars
2022-12,retail,pork,"Pork loin cuts, per kilogram",9.0,Dollars,9.0,Dollars
2022-12,retail,pork,"Pork rib cuts, per kilogram",10.11,Dollars,10.11,Dollars
2022-12,retail,pork,"Pork shoulder cuts, per kilogram",9.52,Dollars,9.52,Dollars
2022-12,retail,chicken,"Whole chicken, per kilogram",7.05,Dollars,7.05,Dollars
2022-12,retail,chicken,"Chicken breasts, per kilogram",15.16,Dollars,15.16,Dollars
2022-12,retail,chicken,"Chicken thigh, per kilogram",11.93,Dollars,11.93,Dollars
2022-12,retail,chicken,"Chicken drumsticks, per kilogram",5.83,Dollars,5.83,Dollars
2022-12,retail,pork,"Bacon, 500 grams",7.66,Dollars,15.32,Dollars per kg
2022-12,retail,milk,"Milk, 1 litre",3.66,Dollars,3.66,Dollars per litre
2022-12,retail,milk,"Milk, 2 litres",5.37,Dollars,2.69,Dollars per litre
2022-12,retail,milk,"Milk, 4 litres",6.1,Dollars,1.52,Dollars per litre
2022-12,retail,egg,"Eggs, 1 dozen",4.56,Dollars,4.56,Dollars
2023-01,farm,beef,Steers for slaughter [111111113],191.93,Dollars per hundredweight,4.23,Dollars per kg
2023-01,farm,beef,Heifers for slaughter [111111114],190.77,Dollars per hundredweight,4.21,Dollars per kg
2023-01,farm,pork,Hogs [111121],92.79,Dollars per hundredweight,2.05,Dollars per kg
2023-01,farm,chicken,Chickens for meat [11113131],2.85,Dollars per kilogram,2.85,Dollars per kilogram
2023-01,farm,milk,Unprocessed milk from bovine [11612111],894.16,Dollars per kilolitre,0.89,Dollars per litre
2023-01,farm,egg,Eggs in shell [116111],2.06,Dollars per dozen,2.06,Dollars per dozen
2023-01,retail,beef,"Beef stewing cuts, per kilogram",18.66,Dollars,18.66,Dollars
2023-01,retail,beef,"Beef striploin cuts, per kilogram",27.78,Dollars,27.78,Dollars
2023-01,retail,beef,"Beef top sirloin cuts, per kilogram",18.83,Dollars,18.83,Dollars
2023-01,retail,beef,"Beef rib cuts, per kilogram",31.59,Dollars,31.59,Dollars
2023-01,retail,beef,"Ground beef, per kilogram",10.13,Dollars,10.13,Dollars
2023-01,retail,pork,"Pork loin cuts, per kilogram",9.55,Dollars,9.55,Dollars
2023-01,retail,pork,"Pork rib cuts, per kilogram",8.03,Dollars,8.03,Dollars
2023-01,retail,pork,"Pork shoulder cuts, per kilogram",4.24,Dollars,4.24,Dollars
2023-01,retail,chicken,"Whole chicken, per kilogram",5.72,Dollars,5.72,Dollars
2023-01,retail,chicken,"Chicken breasts, per kilogram",14.07,Dollars,14.07,Dollars
2023-01,retail,chicken,"Chicken thigh, per kilogram",12.73,Dollars,12.73,Dollars
2023-01,retail,chicken,"Chicken drumsticks, per kilogram",6.01,Dollars,6.01,Dollars
2023-01,retail,pork,"Bacon, 500 grams",6.87,Dollars,13.74,Dollars per kg
2023-01,retail,milk,"Milk, 1 litre",3.64,Dollars,3.64,Dollars per litre
2023-01,retail,milk,"Milk, 2 litres",5.45,Dollars,2.73,Dollars per litre
2023-01,retail,milk,"Milk, 4 litres",6.06,Dollars,1.51,Dollars per litre
2023-01,retail,egg,"Eggs, 1 dozen",4.62,Dollars,4.62,Dollars
2023-02,farm,beef,Steers for slaughter [111111113],196.5,Dollars per hundredweight,4.33,Dollars per kg
2023-02,farm,beef,Heifers for slaughter [111111114],194.29,Dollars per hundredweight,4.28,Dollars per kg
2023-02,farm,pork,Hogs [111121],97.97,Dollars per hundredweight,2.16,Dollars per kg
2023-02,farm,chicken,Chickens for meat [11113131],2.83,Dollars per kilogram,2.83,Dollars per kilogram
2023-02,farm,milk,Unprocessed milk from bovine [11612111],893.86,Dollars per kilolitre,0.89,Dollars per litre
2023-02,farm,egg,Eggs in shell [116111],2.09,Dollars per dozen,2.09,Dollars per dozen
2023-02,retail,beef,"Beef stewing cuts, per kilogram",18.69,Dollars,18.69,Dollars
2023-02,retail,beef,"Beef striploin cuts, per kilogram",23.05,Dollars,23.05,Dollars
2023-02,retail,beef,"Beef top sirloin cuts, per kilogram",18.45,Dollars,18.45,Dollars
2023-02,retail,beef,"Beef rib cuts, per kilogram",34.62,Dollars,34.62,Dollars
2023-02,retail,beef,"Ground beef, per kilogram",9.59,Dollars,9.59,Dollars
2023-02,retail,pork,"Pork loin cuts, per kilogram",7.59,Dollars,7.59,Dollars
2023-02,retail,pork,"Pork rib cuts, per kilogram",8.25,Dollars,8.25,Dollars
2023-02,retail,pork,"Pork shoulder cuts, per kilogram",7.11,Dollars,7.11,Dollars
2023-02,retail,chicken,"Whole chicken, per kilogram",6.84,Dollars,6.84,Dollars
2023-02,retail,chicken,"Chicken breasts, per kilogram",13.13,Dollars,13.13,Dollars
2023-02,retail,chicken,"Chicken thigh, per kilogram",10.85,Dollars,10.85,Dollars
2023-02,retail,chicken,"Chicken drumsticks, per kilogram",6.67,Dollars,6.67,Dollars
2023-02,retail,pork,"Bacon, 500 grams",6.54,Dollars,13.08,Dollars per kg
2023-02,retail,milk,"Milk, 1 litre",3.7,Dollars,3.7,Dollars per litre
2023-02,retail,milk,"Milk, 2 litres",5.61,Dollars,2.81,Dollars per litre
2023-02,retail,milk,"Milk, 4 litres",6.2,Dollars,1.55,Dollars per litre
2023-02,retail,egg,"Eggs, 1 dozen",4.64,Dollars,4.64,Dollars
2023-03,farm,beef,Steers for slaughter [111111113],208.78,Dollars per hundredweight,4.6,Dollars per kg
2023-03,farm,beef,Heifers for slaughter [111111114],206.05,Dollars per hundredweight,4.54,Dollars per kg
2023-03,farm,pork,Hogs [111121],98.93,Dollars per hundredweight,2.18,Dollars per kg
2023-03,farm,chicken,Chickens for meat [11113131],2.81,Dollars per kilogram,2.81,Dollars per kilogram
2023-03,farm,milk,Unprocessed milk from bovine [11612111],905.6,Dollars per kilolitre,0.91,Dollars per litre
2023-03,farm,egg,Eggs in shell [116111],2.08,Dollars per dozen,2.08,Dollars per dozen
2023-03,retail,beef,"Beef stewing cuts, per kilogram",18.73,Dollars,18.73,Dollars
2023-03,retail,beef,"Beef striploin cuts, per kilogram",30.42,Dollars,30.42,Dollars
2023-03,retail,beef,"Beef top sirloin cuts, per kilogram",21.21,Dollars,21.21,Dollars
2023-03,retail,beef,"Beef rib cuts, per kilogram",27.62,Dollars,27.62,Dollars
2023-03,retail,beef,"Ground beef, per kilogram",10.26,Dollars,10.26,Dollars
2023-03,retail,pork,"Pork loin cuts, per kilogram",7.09,Dollars,7.09,Dollars
2023-03,retail,pork,"Pork rib cuts, per kilogram",8.21,Dollars,8.21,Dollars
2023-03,retail,pork,"Pork shoulder cuts, per kilogram",5.28,Dollars,5.28,Dollars
2023-03,retail,chicken,"Whole chicken, per kilogram",5.95,Dollars,5.95,Dollars
2023-03,retail,chicken,"Chicken breasts, per kilogram",14.17,Dollars,14.17,Dollars
2023-03,retail,chicken,"Chicken thigh, per kilogram",13.14,Dollars,13.14,Dollars
2023-03,retail,chicken,"Chicken drumsticks, per kilogram",5.83,Dollars,5.83,Dollars
2023-03,retail,pork,"Bacon, 500 grams",6.82,Dollars,13.64,Dollars per kg
2023-03,retail,milk,"Milk, 1 litre",3.71,Dollars,3.71,Dollars per litre
2023-03,retail,milk,"Milk, 2 litres",5.71,Dollars,2.85,Dollars per litre
2023-03,retail,milk,"Milk, 4 litres",6.25,Dollars,1.56,Dollars per litre
2023-03,retail,egg,"Eggs, 1 dozen",4.66,Dollars,4.66,Dollars
2023-04,farm,beef,Steers for slaughter [111111113],219.4,Dollars per hundredweight,4.84,Dollars per kg
2023-04,farm,beef,Heifers for slaughter [111111114],215.1,Dollars per hundredweight,4.74,Dollars per kg
2023-04,farm,pork,Hogs [111121],93.73,Dollars per hundredweight,2.07,Dollars per kg
2023-04,farm,chicken,Chickens for meat [11113131],2.83,Dollars per kilogram,2.83,Dollars per kilogram
2023-04,farm,milk,Unprocessed milk from bovine [11612111],863.82,Dollars per kilolitre,0.86,Dollars per litre
2023-04,farm,egg,Eggs in shell [116111],2.08,Dollars per dozen,2.08,Dollars per dozen
2023-04,retail,beef,"Beef stewing cuts, per kilogram",19.49,Dollars,19.49,Dollars
2023-04,retail,beef,"Beef striploin cuts, per kilogram",30.29,Dollars,30.29,Dollars
2023-04,retail,beef,"Beef top sirloin cuts, per kilogram",20.49,Dollars,20.49,Dollars
2023-04,retail,beef,"Beef rib cuts, per kilogram",21.46,Dollars,21.46,Dollars
2023-04,retail,beef,"Ground beef, per kilogram",10.47,Dollars,10.47,Dollars
2023-04,retail,pork,"Pork loin cuts, per kilogram",9.24,Dollars,9.24,Dollars
2023-04,retail,pork,"Pork rib cuts, per kilogram",7.89,Dollars,7.89,Dollars
2023-04,retail,pork,"Pork shoulder cuts, per kilogram",6.41,Dollars,6.41,Dollars
2023-04,retail,chicken,"Whole chicken, per kilogram",6.08,Dollars,6.08,Dollars
2023-04,retail,chicken,"Chicken breasts, per kilogram",15.83,Dollars,15.83,Dollars
2023-04,retail,chicken,"Chicken thigh, per kilogram",13.33,Dollars,13.33,Dollars
2023-04,retail,chicken,"Chicken drumsticks, per kilogram",5.88,Dollars,5.88,Dollars
2023-04,retail,pork,"Bacon, 500 grams",6.79,Dollars,13.58,Dollars per kg
2023-04,retail,milk,"Milk, 1 litre",3.74,Dollars,3.74,Dollars per litre
2023-04,retail,milk,"Milk, 2 litres",5.64,Dollars,2.82,Dollars per litre
2023-04,retail,milk,"Milk, 4 litres",6.3,Dollars,1.57,Dollars per litre
2023-04,retail,egg,"Eggs, 1 dozen",4.67,Dollars,4.67,Dollars
2023-05,farm,beef,Steers for slaughter [111111113],224.76,Dollars per hundredweight,4.96,Dollars per kg
2023-05,farm,beef,Heifers for slaughter [111111114],226.17,Dollars per hundredweight,4.99,Dollars per kg
2023-05,farm,pork,Hogs [111121],96.09,Dollars per hundredweight,2.12,Dollars per kg
2023-05,farm,chicken,Chickens for meat [11113131],2.85,Dollars per kilogram,2.85,Dollars per kilogram
2023-05,farm,milk,Unprocessed milk from bovine [11612111],853.96,Dollars per kilolitre,0.85,Dollars per litre
2023-05,farm,egg,Eggs in shell [116111],2.08,Dollars per dozen,2.08,Dollars per dozen
